id,numero_recolecta,nombre_cientifico,nombre_comun,habitat,datos_morfologicos,epoca_floracion,epoca_fructificacion,usos_tradicionales,note
710,POL-301B6BC7-2024,Bixa orellana,Achiote,"Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo.","Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo. De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,"De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,
711,POL-D4BD219A-2024,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
712,POL-6CA314F0-2023,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
713,POL-814BD852-2025,Enterolobium cyclocarpum,Guanacaste,"Es un árbol nativo de América, de regiones tropicales y templadas cálidas.","Enterolobium cyclocarpum es una especie de árbol del orden Fabales, familia Fabaceae. Es un árbol nativo de América, de regiones tropicales y templadas cálidas.",,,Es una especie maderable y a veces se usa como árbol de ornato.,
714,POL-6F28134C-2025,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
715,POL-287027B3-2024,Cucurbita pepo,Calabaza,,"Cucurbita pepo es el nombre científico de una especie de plantas cucurbitáceas originaria de Mesoamérica y sur de Estados Unidos, que junto con otras especies emparentadas (Cucurbita maxima, C. moschata, C.",,"argyrosperma) forman un grupo de especies de calabazas cuyas variedades cultivadas, de las que se cosecha su fruto maduro o inmaduro, poseen usos culinarios indistinguibles (son los zapallos, calabacines, zapallitos, zapallo italiano, auyamas, ahuyamas, pipianes, ayotes, zuquini, zucchini, etc).","argyrosperma) forman un grupo de especies de calabazas cuyas variedades cultivadas, de las que se cosecha su fruto maduro o inmaduro, poseen usos culinarios indistinguibles (son los zapallos, calabacines, zapallitos, zapallo italiano, auyamas, ahuyamas, pipianes, ayotes, zuquini, zucchini, etc).",
716,POL-BB2DD74E-2025,Chamaedorea elegans,Palma camedor,,"Chamaedorea elegans, también conocida como camaedorea, pacaya o palmera de salón, es una especie de pequeña palmera perteneciente a la familia Arecaceae. Es muy popular como planta de interior.",,,,
717,POL-F5A19952-2024,Cucurbita pepo,Calabaza,,"Cucurbita pepo es el nombre científico de una especie de plantas cucurbitáceas originaria de Mesoamérica y sur de Estados Unidos, que junto con otras especies emparentadas (Cucurbita maxima, C. moschata, C.",,"argyrosperma) forman un grupo de especies de calabazas cuyas variedades cultivadas, de las que se cosecha su fruto maduro o inmaduro, poseen usos culinarios indistinguibles (son los zapallos, calabacines, zapallitos, zapallo italiano, auyamas, ahuyamas, pipianes, ayotes, zuquini, zucchini, etc).","argyrosperma) forman un grupo de especies de calabazas cuyas variedades cultivadas, de las que se cosecha su fruto maduro o inmaduro, poseen usos culinarios indistinguibles (son los zapallos, calabacines, zapallitos, zapallo italiano, auyamas, ahuyamas, pipianes, ayotes, zuquini, zucchini, etc).",
718,POL-34CE3056-2024,Mentha spicata,Menta,,"Mentha spicata, conocida popularmente como hierbabuena, yerbabuena o menta de jardín, es una especie del género Mentha, una hierba aromática muy empleada en gastronomía y perfumería por su aroma intenso y fresco.",,,,
719,POL-48AFFFE3-2023,Roystonea regia,Palma real cubana,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo. Es también el más simbólico de los campos de Cuba,  donde es reconocido como árbol nacional.",,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo.",
720,POL-31CE0BB5-2025,Solanum lycopersicum,Tomate,,"Solanum lycopersicum, conocida comúnmente como tomate o tomatera es una especie de planta herbácea del género Solanum de la familia Solanaceae. Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",,"Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.","Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",
721,POL-AC563142-2023,Piscidia piscipula,Jabín,"Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina. El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.",,El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.,
722,POL-0838F96C-2024,Enterolobium cyclocarpum,Guanacaste,"Es un árbol nativo de América, de regiones tropicales y templadas cálidas.","Enterolobium cyclocarpum es una especie de árbol del orden Fabales, familia Fabaceae. Es un árbol nativo de América, de regiones tropicales y templadas cálidas.",,,Es una especie maderable y a veces se usa como árbol de ornato.,
723,POL-9B74F9E9-2024,Eichhornia crassipes,Lirio acuático,Su abundancia cambia drásticamente las condiciones de los humedales.,"Quizás esté buscando el género Victoria de la familia de las ninfáceas. El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.","El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.",,"Es usada como planta medicinal, fertilizante de suelos y decorativa.",
724,POL-8F5D4C5B-2024,Manihot esculenta,Yuca,Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario. Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.",,,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario.",
725,POL-D0063E14-2023,Bixa orellana,Achiote,"Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo.","Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo. De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,"De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,
726,POL-B46CFDBA-2023,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
727,POL-F56DAEC9-2025,Brosimum alicastrum,Ramon,,"El ramón (Brosimum alicastrum), ojoche, nogal maya, o guáimaro (en la costa Caribe de Colombia)  es un árbol de la familia de las Moraceae, división de las angiospermas, que incluye las del género Ficus y las moreras. Se encuentra desde México hasta Perú y Brasil, pasando por Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panamá, Guyana, Venezuela, Brasil, Bolivia, Colombia, Ecuador.",,,,
728,POL-BB064BDB-2022,Hibiscus rosa-sinensis,Hibisco,,"Hibiscus rosa-sinensis, llamado comúnmente rosa de China, cayena,  amapola, hibisco, gumamela, entre otros nombres,​ es un arbusto caducifolio de la familia de las malváceas, originario de Asia oriental.",,,,
729,POL-EAACB220-2024,Ocimum basilicum,Albahaca,"Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo.","Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo. Hay muchas variedades de Ocimum basilicum, así como varias especies relacionadas.","thyrsiflora), Ocimum × citriodorum y el tulsí.",,,
730,POL-37CCAE0C-2024,Sabal mexicana,Palma real,,"Sabal mexicana, llamado comúnmente palmito mexicano o palma de petate,​ es una especie de la familia de las  Arecaceae nativa de Norteamérica. Está estrechamente emparentado con Sabal guatemalensis, y las dos especies pueden ser sinónimos.​​",,,,
731,POL-34708330-2024,Phaseolus vulgaris,Frijol,,"Phaseolus vulgaris es la especie más conocida del género Phaseolus en la familia Fabaceae. Sus semillas y, por extensión, la propia planta, reciben diversos nombres según la región; entre los más comunes están: alubia,​ judía, frijol,​ frísol,​ frejol,​ habichuela,​​ caraota,​ poroto,​​ etc.",,"Sus semillas y, por extensión, la propia planta, reciben diversos nombres según la región; entre los más comunes están: alubia,​ judía, frijol,​ frísol,​ frejol,​ habichuela,​​ caraota,​ poroto,​​ etc.",,
